datetime,A,B,C,D,E,F,G
2007-12-07,442.25,147.64,346566.31,7427.4,459.0,3710.0,10263.0
2007-12-08,553.35,154.34,344966.3,9371.6,1133.0,2354.0,12283.0
2007-12-09,568.65,200.94,345477.71,9650.2,4176.0,2428.0,8728.0
2007-12-10,439.69,125.01,348341.52,7451.4,1102.0,278.0,8281.0
2007-12-11,576.28,133.7,347702.74,9665.6,1050.0,3817.0,12740.0
2007-12-12,397.02,116.89,349165.91,6611.2,1152.0,254.0,7759.0
2007-12-13,461.94,111.49,348231.37,7804.2,1103.0,1448.0,8911.0
2007-12-14,493.7,179.55,348459.73,8291.2,980.0,3849.0,12941.0
2007-12-15,684.22,157.63,347444.13,11491.2,1706.0,3687.0,14313.0
2007-12-16,690.55,126.94,349466.38,11508.8,3410.0,2281.0,12929.0
2007-12-17,449.27,105.1,349138.46,7467.6,1636.0,243.0,10567.0
2007-12-18,655.8,144.08,349833.58,10947.0,1123.0,5810.0,11093.0
2007-12-19,549.01,109.34,349489.58,9121.6,1233.0,2658.0,11679.0
2007-12-20,487.44,119.43,350161.83,8083.2,1859.0,276.0,13592.0
2007-12-21,495.64,106.47,349749.55,8227.8,1191.0,200.0,12251.0
2007-12-22,652.82,141.31,348689.57,10934.6,3819.0,4550.0,12673.0
2007-12-23,602.26,176.27,349283.43,10055.2,1971.0,3091.0,11962.0
2007-12-24,564.46,149.75,349416.61,9431.6,2985.0,2316.0,14350.0
2007-12-25,673.74,151.81,349892.45,11219.0,4588.0,3368.0,9084.0
2007-12-26,645.07,140.31,349045.05,10693.6,1109.0,2773.0,9480.0
2007-12-27,633.05,190.58,348640.72,10650.0,4122.0,1490.0,7960.0
2007-12-28,778.26,206.8,348889.65,13004.0,1980.0,8554.0,15823.0
2007-12-29,824.74,199.89,346392.96,13766.4,4836.0,2434.0,14906.0
2007-12-30,639.73,178.44,348622.81,10750.6,3595.0,3597.0,13485.0
2007-12-31,554.14,145.54,347176.5,9295.2,0.0,3457.0,14071.0
2008-01-01,689.93,142.51,347092.81,11489.2,2461.0,2739.0,12355.0
2008-01-02,411.03,111.67,349081.13,6869.4,0.0,3094.0,8987.0
2008-01-03,377.53,121.18,350031.54,6338.4,1130.0,846.0,6671.0
2008-01-04,572.96,136.71,347433.67,9669.8,1241.0,5326.0,11752.0
2008-01-05,545.81,129.46,343905.04,9283.4,2113.0,286.0,14591.0
2008-01-06,456.3,116.96,344746.5,7761.8,1966.0,2445.0,7824.0
2008-01-07,423.95,116.17,346671.27,7078.0,1288.0,282.0,10294.0
2008-01-08,510.89,127.45,346783.4,8625.6,2197.0,3511.0,9793.0
2008-01-09,447.11,125.34,347412.44,7534.0,1162.0,284.0,8963.0
2008-01-10,473.52,120.5,346762.28,8056.2,1307.0,285.0,9992.0
2008-01-11,426.45,95.48,346190.47,7147.4,1261.0,290.0,7997.0
2008-01-12,717.85,162.72,345542.66,12274.4,5594.0,2621.0,11116.0
2008-01-13,720.41,144.28,345001.97,12158.6,6505.0,340.0,9362.0
2008-01-14,506.23,120.11,346030.57,8661.0,5918.0,339.0,9738.0
2008-01-15,671.73,113.14,346621.66,11363.4,782.0,6883.0,14512.0
2008-01-16,533.96,128.93,346207.89,9100.2,1162.0,3430.0,9391.0
2008-01-17,393.07,116.72,347944.31,6688.8,1007.0,350.0,8657.0
2008-01-18,546.75,119.29,345503.42,9262.4,1034.0,846.0,14983.0
2008-01-19,495.08,134.98,345032.53,8393.6,2521.0,6054.0,8015.0
2008-01-20,435.09,138.61,345520.14,7414.4,1775.0,380.0,4940.0
2008-01-21,464.75,122.4,344973.24,7947.4,0.0,376.0,10447.0
2008-01-22,581.25,143.46,345736.48,9977.4,4670.0,7640.0,7552.0
2008-01-23,470.58,107.98,346906.15,7949.2,1116.0,387.0,13359.0
2008-01-24,411.26,104.31,346722.09,7038.6,1107.0,320.0,5935.0
2008-01-25,559.96,119.63,346615.84,9423.4,0.0,2421.0,11409.0
2008-01-26,708.75,168.42,345254.7,12048.0,4925.0,311.0,15606.0
2008-01-27,595.44,140.76,347477.29,10058.2,3725.0,3818.0,7367.0
2008-01-28,577.05,107.84,346272.16,9748.2,1142.0,280.0,12792.0
2008-01-29,669.01,117.18,346497.27,11292.8,1487.0,6199.0,11077.0
2008-01-30,410.16,116.47,347925.1,6950.0,0.0,261.0,7261.0
2008-01-31,488.48,137.58,348315.48,8342.4,1165.0,267.0,9437.0
2008-02-01,383.66,179.25,346118.79,6505.4,336.0,280.0,7241.0
2008-02-02,734.01,230.97,345778.05,12446.6,6247.0,2764.0,15188.0
2008-02-03,521.14,153.71,346090.64,8835.4,2319.0,4435.0,8452.0
2008-02-04,407.03,104.03,345967.5,6879.2,1161.0,252.0,9531.0
2008-02-05,618.11,152.79,347006.76,10383.2,1098.0,7803.0,13717.0
2008-02-06,417.38,114.26,343315.75,7104.4,2114.0,356.0,8428.0
2008-02-07,379.58,108.71,347141.59,6392.6,0.0,295.0,8089.0
2008-02-08,487.64,119.09,346223.69,8276.0,940.0,1921.0,9563.0
2008-02-09,525.57,144.53,348140.89,8769.6,2050.0,2838.0,10293.0
2008-02-10,546.18,151.74,347436.29,9211.4,2562.0,2955.0,10128.0
2008-02-11,423.0,102.25,348036.76,7101.8,1018.0,297.0,8930.0
2008-02-12,496.95,130.95,344893.18,8419.8,2009.0,1856.0,12138.0
2008-02-13,475.12,128.48,347332.46,8035.4,2530.0,3615.0,7568.0
2008-02-14,401.16,113.65,346701.34,6744.6,1300.0,291.0,9299.0
2008-02-15,501.3,107.95,348322.47,8325.0,1109.0,1723.0,13417.0
2008-02-16,586.74,138.99,347166.08,9927.2,1076.0,2360.0,11599.0
2008-02-17,483.34,120.08,349156.56,8142.4,3182.0,2257.0,6049.0
2008-02-18,378.6,101.97,348572.06,6301.8,0.0,251.0,10345.0
2008-02-19,531.73,137.57,347054.59,8956.4,1881.0,4711.0,11200.0
2008-02-20,563.45,190.27,348004.35,9516.0,3655.0,5516.0,7704.0
2008-02-21,408.46,112.27,346680.56,6895.4,0.0,307.0,8523.0
2008-02-22,433.14,121.69,347667.5,7279.6,1167.0,1985.0,10101.0
2008-02-23,458.49,132.5,344649.26,7781.8,1684.0,2250.0,10040.0
2008-02-24,315.75,107.33,346144.03,5240.0,754.0,332.0,11447.0
2008-02-25,126.12,91.72,345277.45,2096.0,0.0,321.0,1856.0
2008-02-26,126.78,84.59,344927.99,2101.0,0.0,295.0,2013.0
2008-02-27,141.68,86.17,344957.79,2353.2,0.0,326.0,2969.0
2008-02-28,127.3,83.25,345318.15,2112.4,0.0,281.0,2028.0
2008-02-29,333.34,88.95,342775.43,5576.6,0.0,3773.0,8062.0
2008-03-01,285.47,105.16,344781.38,4719.8,0.0,1287.0,2724.0
2008-03-02,290.56,144.71,345234.59,4932.0,0.0,5244.0,2565.0
2008-03-03,260.14,114.33,346106.86,4287.6,0.0,2207.0,1755.0
2008-03-04,417.25,108.96,347078.04,7009.4,1249.0,2443.0,9415.0
2008-03-05,509.3,140.9,347133.95,8598.0,1145.0,9797.0,5529.0
2008-03-06,625.8,106.18,346218.09,10389.0,1082.0,372.0,6965.0
2008-03-07,465.74,129.39,346775.14,7836.0,1235.0,3471.0,9033.0
2008-03-08,562.16,237.08,347890.97,9487.2,6286.0,346.0,8435.0
2008-03-09,390.11,135.57,346674.79,6611.2,2607.0,333.0,4155.0
2008-03-10,404.67,127.12,348087.38,6786.0,2009.0,368.0,8660.0
2008-03-11,550.01,151.1,346210.78,9312.4,1271.0,3901.0,12936.0
2008-03-12,443.56,138.19,347122.38,7448.0,1120.0,2374.0,11042.0
2008-03-13,418.88,128.47,346755.78,7116.0,3263.0,3590.0,5464.0
2008-03-14,552.56,159.75,346503.41,9282.6,980.0,3881.0,14476.0
2008-03-15,394.08,154.41,345885.11,6697.0,2550.0,502.0,5910.0
2008-03-16,450.49,173.65,347464.32,7629.6,2394.0,566.0,11286.0
2008-03-17,426.73,175.27,346759.53,7210.0,236.0,6651.0,9346.0
2008-03-18,479.39,147.44,348377.74,8023.6,1156.0,4019.0,12544.0
2008-03-19,327.11,142.5,349059.19,5508.8,2110.0,411.0,6154.0
2008-03-20,313.32,120.85,348138.12,5269.8,1107.0,478.0,6670.0
2008-03-21,516.61,223.82,347572.67,8695.0,2171.0,4778.0,13275.0
2008-03-22,513.38,185.68,347921.5,8669.2,3322.0,588.0,12405.0
2008-03-23,581.5,152.45,349419.78,9778.4,6279.0,2112.0,13878.0
2008-03-24,493.67,131.05,349255.74,8285.6,1131.0,5988.0,7008.0
2008-03-25,503.96,127.83,348679.03,8453.6,2246.0,3677.0,13494.0
2008-03-26,408.37,133.6,349646.11,6858.8,2547.0,3831.0,7547.0
2008-03-27,342.71,116.44,348617.58,5703.6,0.0,356.0,9022.0
2008-03-28,471.36,137.64,348945.61,7889.8,2325.0,3605.0,11581.0
2008-03-29,617.79,175.07,347405.11,10381.4,5153.0,375.0,17240.0
2008-03-30,536.6,175.97,347275.81,9039.6,5045.0,1315.0,9769.0
2008-03-31,344.39,130.86,349526.94,5768.6,1091.0,411.0,9387.0
2008-04-01,532.26,170.4,347926.76,8931.6,1079.0,6657.0,14515.0
2008-04-02,422.92,142.54,343680.71,7211.0,1106.0,3674.0,7989.0
2008-04-03,282.19,121.24,346599.71,4724.4,0.0,422.0,6901.0
2008-04-04,407.98,125.31,347516.72,6806.0,2133.0,775.0,13246.0
2008-04-05,492.69,203.68,346403.56,8330.2,2929.0,874.0,13644.0
2008-04-06,424.08,150.57,347255.43,7122.8,1124.0,2615.0,7552.0
2008-04-07,384.71,141.28,350248.79,6457.2,2420.0,672.0,9466.0
2008-04-08,664.38,184.18,348575.88,11087.2,2752.0,10713.0,17519.0
2008-04-09,304.71,132.86,348937.5,5073.0,0.0,376.0,9003.0
2008-04-10,369.44,163.68,348406.63,6199.8,3261.0,457.0,6527.0
2008-04-11,469.42,143.89,346692.06,7851.8,1802.0,491.0,14522.0
2008-04-12,700.0,392.27,347130.97,11834.2,7076.0,2499.0,15225.0
2008-04-13,558.25,213.51,346209.59,9434.6,2554.0,5942.0,13007.0
2008-04-14,397.4,154.96,348932.24,6630.2,0.0,425.0,11197.0
2008-04-15,417.6,178.78,347383.79,7069.8,1174.0,3998.0,9874.0
2008-04-16,372.27,125.9,348111.92,6215.2,838.0,403.0,11322.0
2008-04-17,348.97,145.88,347621.18,5910.2,1719.0,417.0,8638.0
2008-04-18,465.6,184.65,346523.87,7859.0,2174.0,3832.0,10921.0
2008-04-19,563.43,245.28,347246.18,9556.0,4319.0,2457.0,14722.0
2008-04-20,447.85,227.85,347663.34,7575.2,1030.0,4544.0,10401.0
2008-04-21,291.04,175.4,348469.19,4902.0,0.0,2673.0,6788.0
2008-04-22,406.92,193.15,346981.99,6872.4,971.0,5093.0,10603.0
2008-04-23,339.33,189.5,347776.33,5713.2,1380.0,492.0,8406.0
2008-04-24,260.94,171.92,346471.67,4403.6,1263.0,522.0,5296.0
2008-04-25,316.93,162.22,347050.3,5328.0,824.0,2004.0,9400.0
2008-04-26,225.79,168.7,346741.29,3793.0,0.0,634.0,3586.0
2008-04-27,252.06,198.12,346906.49,4267.8,693.0,588.0,5488.0
2008-04-28,164.76,167.12,347008.98,2809.0,0.0,621.0,2786.0
2008-04-29,493.15,215.36,346617.94,8309.8,1402.0,5411.0,10481.0
2008-04-30,275.43,171.56,347664.45,4634.8,1057.0,590.0,6653.0
2008-05-01,144.0,150.7,347682.62,2451.4,0.0,530.0,2586.0
2008-05-02,374.44,205.57,347974.48,6304.0,3114.0,584.0,8687.0
2008-05-03,322.4,202.0,346800.51,5473.4,996.0,541.0,6535.0
2008-05-04,367.74,209.42,347587.89,6282.0,2196.0,2872.0,5464.0
2008-05-05,341.73,185.75,346661.07,5756.8,1008.0,378.0,10197.0
2008-05-06,447.5,199.6,346018.06,7554.2,1354.0,5410.0,12200.0
2008-05-07,294.07,190.96,347157.02,4978.8,1030.0,423.0,6649.0
2008-05-08,529.17,253.24,345385.86,8897.0,3667.0,702.0,12717.0
2008-05-09,436.82,229.87,346278.56,7396.0,2229.0,423.0,11904.0
2008-05-10,477.28,289.81,345724.17,8116.4,6950.0,612.0,11714.0
2008-05-11,402.73,275.7,346299.26,6918.0,563.0,1340.0,6930.0
2008-05-12,381.05,229.14,347099.94,6508.0,2082.0,1085.0,11959.0
2008-05-13,369.22,236.47,346138.65,6324.2,823.0,4089.0,8370.0
2008-05-14,396.07,277.37,346620.26,6787.2,2467.0,3436.0,9716.0
2008-05-15,290.69,237.72,346104.57,5071.8,868.0,570.0,6820.0
2008-05-16,412.01,235.2,344573.91,7078.2,2228.0,2565.0,8955.0
2008-05-17,414.36,275.9,344840.92,7130.2,2158.0,935.0,12472.0
2008-05-18,450.99,254.49,345143.07,7789.6,1775.0,5355.0,8626.0
2008-05-19,257.57,175.74,346221.9,4420.0,1014.0,558.0,7503.0
2008-05-20,395.33,184.08,347068.23,6742.4,1352.0,2431.0,11977.0
2008-05-21,331.03,190.33,346695.14,5640.0,1989.0,474.0,9251.0
2008-05-22,244.22,169.82,344880.28,4256.6,996.0,440.0,6475.0
2008-05-23,371.23,178.96,344878.35,6276.4,0.0,1390.0,14734.0
2008-05-24,395.04,285.55,346643.86,6723.4,1027.0,569.0,12833.0
2008-05-25,512.13,290.42,345521.73,8836.6,4307.0,8811.0,6016.0
2008-05-26,322.43,220.7,346123.71,5658.8,985.0,666.0,9284.0
2008-05-27,427.18,207.47,344722.85,7354.6,0.0,5352.0,11478.0
2008-05-28,278.59,235.64,347504.68,4824.8,3138.0,512.0,6709.0
2008-05-29,283.77,186.83,342252.23,5005.0,1004.0,507.0,8703.0
2008-05-30,349.31,182.22,346397.32,6052.2,0.0,3019.0,11298.0
2008-05-31,410.37,249.92,346542.05,7089.2,1764.0,2328.0,11858.0
2008-06-01,462.22,225.34,346497.38,7809.4,1906.0,545.0,11307.0
2008-06-02,268.5,165.16,340372.62,4634.0,960.0,558.0,6341.0
2008-06-03,399.45,173.94,337179.18,6975.6,2897.0,2608.0,9265.0
2008-06-04,397.23,152.4,337977.32,6952.0,1550.0,7682.0,6508.0
2008-06-05,280.02,153.11,338635.91,4892.6,1747.0,506.0,8781.0
2008-06-06,304.43,174.52,345192.39,5287.8,1009.0,506.0,7871.0
2008-06-07,470.62,186.41,344137.6,7966.0,2379.0,2611.0,14593.0
2008-06-08,385.58,188.38,345549.51,6618.4,2536.0,3161.0,9732.0
2008-06-09,331.42,183.64,344785.94,5817.2,1967.0,2085.0,7921.0
2008-06-10,266.77,216.02,345568.39,4615.0,907.0,585.0,8992.0
2008-06-11,280.8,214.37,345822.44,4879.4,977.0,842.0,7566.0
2008-06-12,314.83,189.29,345153.63,5471.0,1951.0,567.0,7246.0
2008-06-13,468.57,281.82,343759.26,8067.0,2809.0,7358.0,10531.0
2008-06-14,346.23,344.28,345620.87,6059.2,1862.0,1011.0,10681.0
2008-06-15,572.28,281.01,344813.37,9754.0,6471.0,6802.0,11589.0
2008-06-16,325.76,204.38,346224.19,5622.8,1980.0,464.0,10012.0
2008-06-17,286.27,175.46,346110.38,4945.8,1080.0,432.0,10094.0
2008-06-18,473.4,272.72,345225.41,8224.4,7549.0,3040.0,12687.0
2008-06-19,397.02,189.42,344552.67,6822.6,3411.0,1514.0,10911.0
2008-06-20,419.03,227.42,345512.43,7211.8,2948.0,2935.0,12417.0
2008-06-21,433.56,239.03,344827.31,7393.2,940.0,5823.0,12828.0
2008-06-22,391.6,294.14,344223.53,6730.6,4705.0,1175.0,10652.0
2008-06-23,312.95,210.96,344070.22,5460.4,2600.0,581.0,10124.0
2008-06-24,438.61,253.02,342598.16,7577.6,2779.0,3489.0,14271.0
2008-06-25,315.44,290.63,344008.66,5631.8,2773.0,569.0,9402.0
2008-06-26,264.0,217.41,344666.02,4624.0,921.0,572.0,8971.0
2008-06-27,438.79,262.01,344066.38,7540.8,4159.0,2372.0,10163.0
2008-06-28,302.2,210.95,344365.03,5307.8,0.0,2000.0,7932.0
2008-06-29,187.34,183.66,345831.33,3356.8,955.0,535.0,3896.0
2008-06-30,201.05,189.53,346141.61,3570.0,0.0,521.0,6819.0
2008-07-01,303.81,277.79,344938.02,5385.6,3465.0,587.0,8390.0
2008-07-02,286.8,266.54,344105.25,5140.2,962.0,650.0,7002.0
2008-07-03,274.59,213.75,345075.11,4814.2,958.0,2569.0,7410.0
2008-07-04,235.5,188.13,345858.7,4072.8,0.0,589.0,8302.0
2008-07-05,367.27,224.78,344973.27,6316.6,1875.0,6754.0,8365.0
2008-07-06,451.27,253.58,346449.93,7717.6,4258.0,5230.0,7536.0
2008-07-07,245.85,202.81,345072.55,4274.8,2171.0,592.0,7149.0
2008-07-08,281.55,196.32,345168.9,4854.8,991.0,503.0,7592.0
2008-07-09,229.83,191.72,346074.59,3996.4,951.0,499.0,7352.0
2008-07-10,312.82,240.24,345409.57,5390.6,982.0,552.0,8186.0
2008-07-11,313.55,251.04,344904.35,5446.4,724.0,558.0,9251.0
2008-07-12,332.21,266.12,345685.36,5832.6,4436.0,2617.0,7231.0
2008-07-13,313.44,166.91,345538.77,5420.0,1671.0,3164.0,7056.0
2008-07-14,284.48,209.67,346311.63,4941.6,2564.0,1995.0,6436.0
2008-07-15,288.96,190.94,345285.28,4947.4,968.0,552.0,8585.0
2008-07-16,269.27,206.46,346454.47,4661.0,1537.0,2799.0,4978.0
2008-07-17,329.78,239.51,345480.53,5798.4,1122.0,723.0,8280.0
2008-07-18,315.4,195.61,344991.15,5381.2,1143.0,552.0,9260.0
2008-07-19,336.0,208.03,344377.61,5788.4,2941.0,3146.0,7676.0
2008-07-20,235.38,172.58,345279.88,4084.4,1943.0,1076.0,5457.0
2008-07-21,289.12,172.45,344306.44,5014.2,1698.0,431.0,9189.0
2008-07-22,185.06,161.13,345125.24,3272.6,0.0,430.0,4886.0
2008-07-23,235.66,162.39,345738.41,4103.2,1233.0,454.0,6325.0
2008-07-24,273.36,185.88,345432.62,4639.0,837.0,476.0,8344.0
2008-07-25,216.38,182.71,344242.39,3770.4,1168.0,492.0,6731.0
2008-07-26,203.92,213.32,345641.32,3592.0,0.0,948.0,6243.0
2008-07-27,286.85,233.14,343398.47,5058.0,1063.0,858.0,8385.0
2008-07-28,206.45,198.51,345590.92,3707.0,0.0,509.0,5963.0
2008-07-29,291.64,208.38,345958.39,5242.8,1571.0,530.0,5802.0
2008-07-30,324.98,227.54,344283.25,5853.8,2548.0,773.0,6278.0
2008-07-31,348.16,243.48,345737.77,6093.8,1533.0,2808.0,7588.0
2008-08-01,184.89,252.7,345319.83,3352.2,586.0,1150.0,5091.0
2008-08-02,126.44,178.29,344345.37,2286.6,0.0,504.0,3803.0
2008-08-03,126.2,166.05,341358.39,2270.4,0.0,499.0,3926.0
2008-08-04,281.48,193.62,342285.52,4917.4,596.0,4677.0,4410.0
2008-08-05,206.78,180.25,343780.5,3608.6,635.0,509.0,7118.0
2008-08-06,81.53,214.5,346414.79,1570.2,0.0,513.0,2215.0
2008-08-07,83.72,214.94,344609.75,1613.8,0.0,526.0,2357.0
2008-08-08,75.55,196.45,344817.42,1448.0,0.0,481.0,1980.0
2008-08-09,89.73,199.99,346623.06,1670.8,0.0,489.0,1902.0
2008-08-10,88.01,189.11,345981.44,1616.4,0.0,464.0,1905.0
2008-08-11,92.98,187.62,346634.39,1685.8,0.0,489.0,1880.0
2008-08-12,72.25,187.04,345669.53,1373.0,0.0,462.0,1844.0
2008-08-13,70.65,183.84,346854.98,1341.4,0.0,451.0,1789.0
2008-08-14,67.56,177.97,347242.87,1274.4,0.0,441.0,1641.0
2008-08-15,68.41,178.18,347267.76,1290.2,0.0,439.0,1691.0
2008-08-16,68.7,181.68,348617.3,1295.2,0.0,442.0,1688.0
2008-08-17,68.7,179.52,347304.17,1292.8,0.0,445.0,1710.0
2008-08-18,68.44,178.1,347552.41,1287.8,0.0,440.0,1719.0
2008-08-19,68.67,180.62,346888.42,1300.8,0.0,442.0,1697.0
2008-08-20,67.12,178.06,347822.94,1272.0,0.0,437.0,1626.0
2008-08-21,65.32,168.97,346025.76,1223.6,0.0,432.0,1577.0
2008-08-22,66.78,174.65,346870.43,1255.8,0.0,438.0,1614.0
2008-08-23,63.66,169.42,348685.43,1196.4,0.0,419.0,1485.0
2008-08-24,63.68,163.91,347923.32,1190.0,0.0,404.0,1523.0
2008-08-25,62.57,163.87,347722.52,1164.0,0.0,422.0,1436.0
2008-08-26,64.39,166.57,347212.15,1205.6,0.0,420.0,1533.0
2008-08-27,64.53,165.87,346430.11,1199.8,0.0,399.0,1539.0
2008-08-28,67.06,174.1,346381.42,1260.0,0.0,432.0,1631.0
2008-08-29,66.9,171.19,346083.05,1260.0,0.0,430.0,1599.0
2008-08-30,67.61,177.55,346340.15,1276.2,0.0,435.0,1619.0
2008-08-31,375.15,210.42,345385.38,6404.0,2056.0,3733.0,12117.0
2008-09-01,311.88,184.49,345478.91,5374.8,950.0,521.0,10183.0
2008-09-02,346.04,224.63,344633.71,5963.8,4273.0,1206.0,6648.0
2008-09-03,347.12,179.29,345642.42,5930.8,1326.0,1902.0,10213.0
2008-09-04,306.3,151.87,343675.43,5262.8,2225.0,404.0,9408.0
2008-09-05,218.49,147.24,345010.45,3752.0,379.0,431.0,6943.0
2008-09-06,467.14,238.29,344649.28,7955.2,2948.0,6500.0,13400.0
2008-09-07,343.16,176.44,346447.71,5876.4,3612.0,1707.0,5976.0
2008-09-08,327.33,160.57,347589.83,5548.8,747.0,2293.0,9559.0
2008-09-09,289.91,180.67,345285.6,4988.8,236.0,453.0,7728.0
2008-09-10,325.19,166.43,344852.04,5554.8,1009.0,399.0,10281.0
2008-09-11,257.18,192.04,344303.72,4435.6,1005.0,417.0,7644.0
2008-09-12,348.19,178.3,345554.37,5968.2,1867.0,402.0,8738.0
2008-09-13,407.86,186.19,345779.35,6941.0,930.0,5433.0,11807.0
2008-09-14,394.08,193.75,345440.14,6818.4,4673.0,445.0,6538.0
2008-09-15,424.43,136.12,345968.51,7303.4,960.0,364.0,10322.0
2008-09-16,305.47,156.06,346966.2,5211.8,0.0,368.0,8249.0
2008-09-17,379.8,177.17,346545.61,6465.2,1910.0,3727.0,9371.0
2008-09-18,376.32,189.38,346071.08,6404.2,4202.0,357.0,7991.0
2008-09-19,379.71,166.77,346114.24,6449.4,1569.0,351.0,12367.0
2008-09-20,326.15,156.2,346455.53,5480.0,0.0,370.0,12477.0
2008-09-21,383.27,206.26,346953.83,6566.8,4010.0,2381.0,8347.0
2008-09-22,339.64,151.52,345901.19,5778.2,1014.0,2448.0,10227.0
2008-09-23,308.2,165.13,345864.04,5305.2,0.0,2168.0,7920.0
2008-09-24,429.59,173.47,345781.14,7245.6,2019.0,4730.0,10548.0
2008-09-25,282.8,173.77,346018.07,4815.0,1012.0,751.0,8485.0
2008-09-26,357.86,211.57,346166.82,6105.0,1221.0,370.0,10890.0
2008-09-27,531.86,257.04,345810.93,9012.4,4347.0,2584.0,12688.0
2008-09-28,432.78,163.97,346000.92,7314.6,1920.0,385.0,11242.0
2008-09-29,375.43,199.43,345980.19,6349.6,1014.0,363.0,10677.0
2008-09-30,343.75,155.09,346440.63,5795.6,998.0,360.0,7415.0
2008-10-01,468.09,181.26,347225.2,7894.2,2249.0,5800.0,10808.0
2008-10-02,336.34,153.68,346072.67,5686.0,0.0,367.0,9060.0
2008-10-03,403.14,158.6,345372.49,6833.8,4801.0,349.0,9432.0
2008-10-04,525.12,216.2,345851.14,8848.6,3462.0,629.0,12573.0
2008-10-05,387.49,146.3,345798.06,6529.2,990.0,3257.0,6071.0
2008-10-06,355.95,125.2,344331.47,6071.6,990.0,286.0,9562.0
2008-10-07,431.64,187.23,343948.13,7439.2,1016.0,419.0,9476.0
2008-10-08,465.14,152.41,345670.58,7821.0,1044.0,5126.0,11650.0
2008-10-09,495.92,181.9,344556.61,8369.8,1032.0,3064.0,11652.0
2008-10-10,379.58,148.04,345074.19,6389.0,0.0,389.0,12046.0
2008-10-11,417.35,154.85,344422.97,7064.6,2144.0,2335.0,11373.0
2008-10-12,476.98,161.81,345818.22,8085.8,2561.0,5822.0,7171.0
2008-10-13,365.49,147.89,346765.57,6126.2,1037.0,535.0,9483.0
2008-10-14,402.26,164.29,344470.65,6811.4,1177.0,442.0,9939.0
2008-10-15,539.22,168.46,344889.78,9112.6,1998.0,7042.0,9984.0
2008-10-16,395.92,136.84,344538.5,6712.2,951.0,429.0,8438.0
2008-10-17,466.72,153.52,345668.58,7885.2,2036.0,3187.0,9639.0
2008-10-18,559.8,162.63,345363.02,9427.8,799.0,1655.0,12146.0
2008-10-19,492.98,181.6,345661.27,8359.6,698.0,8010.0,4600.0
2008-10-20,416.89,137.81,346222.79,6998.8,844.0,2648.0,10475.0
2008-10-21,515.93,152.34,345212.19,8756.4,857.0,2663.0,11331.0
2008-10-22,411.5,149.34,346774.7,6965.2,662.0,2542.0,8487.0
2008-10-23,457.62,161.21,346174.62,7739.4,815.0,1435.0,10587.0
2008-10-24,533.31,168.01,346195.72,9024.4,7893.0,2277.0,10284.0
2008-10-25,380.79,111.24,336621.16,6363.0,737.0,394.0,13433.0
2008-10-26,130.87,115.53,348657.79,2158.8,0.0,360.0,2013.0
2008-10-27,130.97,128.98,348808.4,2173.2,0.0,402.0,1967.0
2008-10-28,331.82,145.08,347510.58,5548.6,2263.0,362.0,5090.0
2008-10-29,403.14,133.28,348177.02,6630.2,1037.0,345.0,4015.0
2008-10-30,274.65,123.03,348599.94,4713.6,0.0,345.0,2619.0
2008-10-31,321.46,104.35,347514.87,5423.6,0.0,312.0,10483.0
2008-11-01,207.62,113.67,348206.74,3781.0,0.0,344.0,1939.0
2008-11-02,227.65,120.47,348704.27,4124.2,0.0,346.0,2824.0
2008-11-03,211.9,115.25,348141.77,3837.6,963.0,347.0,1892.0
2008-11-04,390.58,121.48,346755.52,6699.4,0.0,6214.0,4106.0
2008-11-05,783.73,257.82,344852.31,13304.4,7597.0,10409.0,8362.0
2008-11-06,397.11,181.47,346161.91,6806.4,1033.0,430.0,6734.0
2008-11-07,404.8,109.99,345242.57,6846.6,1032.0,389.0,10421.0
2008-11-08,433.28,133.17,344603.56,7350.8,1114.0,3271.0,6069.0
2008-11-09,644.63,210.95,343373.86,10974.2,6301.0,661.0,14348.0
2008-11-10,522.97,155.49,343661.32,8858.6,1023.0,355.0,10285.0
2008-11-11,613.99,128.08,345425.32,10344.0,2475.0,2288.0,14651.0
2008-11-12,546.62,158.82,345676.45,9129.4,1066.0,2712.0,9430.0
2008-11-13,309.62,125.42,347901.01,5223.2,0.0,338.0,6315.0
2008-11-14,405.43,127.89,347071.42,6848.0,2092.0,325.0,9929.0
2008-11-15,757.91,165.16,343633.13,12907.0,3952.0,3799.0,15635.0
2008-11-16,591.36,163.13,346311.56,9963.4,4791.0,1829.0,8945.0
2008-11-17,380.91,118.87,347234.3,6353.4,0.0,378.0,10590.0
2008-11-18,437.26,139.28,345458.94,7404.2,1079.0,369.0,11204.0
2008-11-19,460.06,166.45,346377.05,7794.6,1737.0,3026.0,8704.0
2008-11-20,423.08,121.19,345338.09,7177.6,1034.0,347.0,7732.0
2008-11-21,418.48,127.55,345496.8,7123.0,1039.0,348.0,10396.0
2008-11-22,427.84,124.87,345213.81,7271.4,1093.0,882.0,8320.0
2008-11-23,851.33,206.94,344136.08,14463.6,3631.0,8823.0,10272.0
2008-11-24,803.25,121.62,346117.66,13371.0,1063.0,510.0,13378.0
2008-11-25,675.71,150.56,346940.07,11266.4,3010.0,345.0,10471.0
2008-11-26,378.99,120.0,349057.29,6273.2,909.0,304.0,10002.0
2008-11-27,590.55,126.22,347673.62,9851.2,2491.0,330.0,12440.0
