vocabulary,,voc_cmt,idx,similarity,pt,node_name,node_code
电动机节能器,,8,90,0.905824685,36,节能型电机控制器,3602010501
节能机械电器设备,,1,90,0.905306591,36,节能型电机控制器,3602010501
节能电机及控制柜,,1,90,0.905278226,36,节能型电机控制器,3602010501
节能电机的生产销售,,1,90,0.905247725,36,节能型电机控制器,3602010501
节能电机,,127,90,0.905098747,36,节能型电机控制器,3602010501
动力设备节能控制系统,,1,90,0.904891921,36,节能型电机控制器,3602010501
电动机节能设备元件组装,,1,90,0.904651645,36,节能型电机控制器,3602010501
电力电子节能装置,,1,91,1,36,电力电子节能装置,3602010502
电力节能装置,,14,91,0.984542349,36,电力电子节能装置,3602010502
电梯节能装置,,2,91,0.972440471,36,电力电子节能装置,3602010502
电子节能装置,,1,91,0.971167875,36,电力电子节能装置,3602010502
电力节能裝置,,1,91,0.965638211,36,电力电子节能装置,3602010502
节能电子电力系统装置设备,,2,91,0.959043402,36,电力电子节能装置,3602010502
节能装置及电力电子设备,,10,91,0.956889114,36,电力电子节能装置,3602010502
电力节能装置销售,,1,91,0.955975901,36,电力电子节能装置,3602010502
电化节能设备,,1,91,0.951026267,36,电力电子节能装置,3602010502
电梯节能设备,,1,91,0.950583389,36,电力电子节能装置,3602010502
节能电源系统设备,,2,91,0.944567775,36,电力电子节能装置,3602010502
电动节能设备,,1,91,0.942297068,36,电力电子节能装置,3602010502
电力电子节能产品,,3,91,0.942034936,36,电力电子节能装置,3602010502
电力节能设备,,271,91,0.94017545,36,电力电子节能装置,3602010502
电器节能装置,,5,91,0.937546428,36,电力电子节能装置,3602010502
电力节能系统设备,,1,91,0.937298828,36,电力电子节能装置,3602010502
电力节能装置开发,,2,91,0.936882671,36,电力电子节能装置,3602010502
节能电力电子产品,,1,91,0.936575084,36,电力电子节能装置,3602010502
电梯节能工程,,2,91,0.936542281,36,电力电子节能装置,3602010502
电化节能产品,,1,91,0.936287379,36,电力电子节能装置,3602010502
节能电力电器设备,,2,91,0.93590848,36,电力电子节能装置,3602010502
电力节电设备,,2,91,0.935360366,36,电力电子节能装置,3602010502
电梯节电设备,,1,91,0.935094823,36,电力电子节能装置,3602010502
电梯节能产品,,3,91,0.934288439,36,电力电子节能装置,3602010502
电气节电设备,,1,91,0.934109602,36,电力电子节能装置,3602010502
电子电力节能产品,,1,91,0.93379536,36,电力电子节能装置,3602010502
电力电子节能设备组装,,1,91,0.933034311,36,电力电子节能装置,3602010502
电子节电设备,,2,91,0.932995121,36,电力电子节能装置,3602010502
电力节能电器,,2,91,0.9320281,36,电力电子节能装置,3602010502
电力节能设计,,1,91,0.931941391,36,电力电子节能装置,3602010502
电子电力节能设备,,1,91,0.931780357,36,电力电子节能装置,3602010502
电力节能器件,,1,91,0.931102057,36,电力电子节能装置,3602010502
电子节能电器设备生产,,1,91,0.930882755,36,电力电子节能装置,3602010502
电梯节能系统,,1,91,0.930631105,36,电力电子节能装置,3602010502
电力节能器,,2,91,0.930327238,36,电力电子节能装置,3602010502
节电节能电器设备,,1,91,0.93020404,36,电力电子节能装置,3602010502
电子节能产品,,3187,91,0.92966507,36,电力电子节能装置,3602010502
节能电源设备,,14,91,0.926330412,36,电力电子节能装置,3602010502
电梯及电梯节能装置的销售,,1,91,0.926010359,36,电力电子节能装置,3602010502
电子节能设备,,104,91,0.925255328,36,电力电子节能装置,3602010502
电子节能工程,,4,91,0.924554803,36,电力电子节能装置,3602010502
电梯节能技术,,1,91,0.924103782,36,电力电子节能装置,3602010502
电力节能系统,,7,91,0.923898674,36,电力电子节能装置,3602010502
电源节能系统,,4,91,0.923674396,36,电力电子节能装置,3602010502
电子节能电器组装,,1,91,0.923174532,36,电力电子节能装置,3602010502
节能型电力电子产品,,1,91,0.922645472,36,电力电子节能装置,3602010502
电力设备节电器,,1,91,0.922186966,36,电力电子节能装置,3602010502
节能电器技术,,1,91,0.921610535,36,电力电子节能装置,3602010502
节能电器系统,,2,91,0.921517817,36,电力电子节能装置,3602010502
节电节能电器,,1,91,0.920901395,36,电力电子节能装置,3602010502
节能电器仪表,,1,92,0.969400321,36,节能电工仪器仪表,3602010503
节水节电仪器,,1,92,0.951094673,36,节能电工仪器仪表,3602010503
节能电器设备,,145,92,0.931737919,36,节能电工仪器仪表,3602010503
节能电器机械,,1,92,0.92535283,36,节能电工仪器仪表,3602010503
生产节能电子仪器,,1,92,0.925230742,36,节能电工仪器仪表,3602010503
电子节能仪器,,1,92,0.92441294,36,节能电工仪器仪表,3602010503
电子仪器节能产品,,1,92,0.923183095,36,节能电工仪器仪表,3602010503
节能式电器,,1,92,0.92212152,36,节能电工仪器仪表,3602010503
节能电器,,926,92,0.922093759,36,节能电工仪器仪表,3602010503
节能电器产品,,76,92,0.921315427,36,节能电工仪器仪表,3602010503
节能节电电器,,1,92,0.920277155,36,节能电工仪器仪表,3602010503
电器节能工程,,1,92,0.918243169,36,节能电工仪器仪表,3602010503
节能电器材料,,1,92,0.916582431,36,节能电工仪器仪表,3602010503
节电节能电器,,1,92,0.915984644,36,节能电工仪器仪表,3602010503
节能电力电气工程,,1,92,0.915562722,36,节能电工仪器仪表,3602010503
节能电器设备设计,,1,92,0.914746452,36,节能电工仪器仪表,3602010503
节能电设备,,2,92,0.914730042,36,节能电工仪器仪表,3602010503
节能电器设计,,3,92,0.914579066,36,节能电工仪器仪表,3602010503
节能仪器仪表,,7,92,0.914375931,36,节能电工仪器仪表,3602010503
节电节能电器设备,,1,92,0.914012197,36,节能电工仪器仪表,3602010503
电化节能设备,,1,92,0.913991205,36,节能电工仪器仪表,3602010503
节能电品,,1,92,0.913494314,36,节能电工仪器仪表,3602010503
节能电力电器设备,,2,92,0.91343698,36,节能电工仪器仪表,3602010503
节能电器工程施工,,1,92,0.912566475,36,节能电工仪器仪表,3602010503
节能电器节能产品,,1,92,0.912013251,36,节能电工仪器仪表,3602010503
节能形电器产品,,1,92,0.911766334,36,节能电工仪器仪表,3602010503
电气节电设备,,1,92,0.911438661,36,节能电工仪器仪表,3602010503
节能电器系统,,2,92,0.911205426,36,节能电工仪器仪表,3602010503
电力节电设备,,2,92,0.911073711,36,节能电工仪器仪表,3602010503
节能电力工程,,2,92,0.910693195,36,节能电工仪器仪表,3602010503
节能电子产品的,,1,92,0.909312949,36,节能电工仪器仪表,3602010503
节能电器技术,,1,92,0.909276585,36,节能电工仪器仪表,3602010503
节能电器研制,,2,92,0.909203232,36,节能电工仪器仪表,3602010503
电力节能设备器械,,5,92,0.909044864,36,节能电工仪器仪表,3602010503
电子节能工程,,4,92,0.908925847,36,节能电工仪器仪表,3602010503
节能电器设备的销售,,1,92,0.908871902,36,节能电工仪器仪表,3602010503
节能电器的设计,,6,92,0.908792975,36,节能电工仪器仪表,3602010503
电子电力节能设备,,1,92,0.908200469,36,节能电工仪器仪表,3602010503
节能电子,,24,92,0.908158665,36,节能电工仪器仪表,3602010503
电子节能节能产品,,1,92,0.908026784,36,节能电工仪器仪表,3602010503
节能电器的制造,,5,92,0.907377581,36,节能电工仪器仪表,3602010503
节能电器生产,,13,92,0.906707723,36,节能电工仪器仪表,3602010503
节能电器制造,,16,92,0.905839103,36,节能电工仪器仪表,3602010503
电力节能工程,,9,92,0.905590495,36,节能电工仪器仪表,3602010503
电力电子类节能产品,,1,92,0.905012649,36,节能电工仪器仪表,3602010503
节能电器及设备,,5,92,0.905009682,36,节能电工仪器仪表,3602010503
节能节电器产品,,1,92,0.904934457,36,节能电工仪器仪表,3602010503
电子电力节能产品,,1,92,0.904430762,36,节能电工仪器仪表,3602010503
电动节能设备,,1,92,0.904089369,36,节能电工仪器仪表,3602010503
节能节电器,,1,92,0.903869431,36,节能电工仪器仪表,3602010503
分析节能仪器,,1,93,0.92447231,36,节能实验分析仪器,3602010504
节能测试仪器,,1,93,0.913189724,36,节能实验分析仪器,3602010504
节能仪器,,11,93,0.910396187,36,节能实验分析仪器,3602010504
新型节能仪器,,2,93,0.903556012,36,节能实验分析仪器,3602010504
节能仪器设备,,4,93,0.902310474,36,节能实验分析仪器,3602010504
节电仪器,,1,93,0.902256229,36,节能实验分析仪器,3602010504
节能检测仪器,,1,93,0.900837761,36,节能实验分析仪器,3602010504
节能设备测试以及技术分析,,1,93,0.898996169,36,节能实验分析仪器,3602010504
节能设备及仪器,,1,93,0.896281312,36,节能实验分析仪器,3602010504
节能仪器和设备,,1,93,0.892059447,36,节能实验分析仪器,3602010504
节能测试设备,,3,93,0.888364247,36,节能实验分析仪器,3602010504
节能仪器设备研制,,1,93,0.886378551,36,节能实验分析仪器,3602010504
节能试验仪器销售,,1,93,0.884198626,36,节能实验分析仪器,3602010504
节水仪器仪表的制造,,4,93,0.883957492,36,节能实验分析仪器,3602010504
节能相关仪器及设备,,1,93,0.882913933,36,节能实验分析仪器,3602010504
节能检测计量仪器销售,,1,93,0.882170642,36,节能实验分析仪器,3602010504
节能计量在线检测设备,,1,93,0.881909675,36,节能实验分析仪器,3602010504
仪表仪器节能设备,,1,93,0.881647602,36,节能实验分析仪器,3602010504
仪器仪表及节能设备,,1,93,0.880626669,36,节能实验分析仪器,3602010504
工业节能仪器,,2,93,0.880380897,36,节能实验分析仪器,3602010504
节能检测及计量仪器的制造,,1,93,0.880179752,36,节能实验分析仪器,3602010504
节能设备测试,,1,93,0.879733988,36,节能实验分析仪器,3602010504
节能检测仪表,,1,93,0.879234925,36,节能实验分析仪器,3602010504
设备节能检测,,4,93,0.876247344,36,节能实验分析仪器,3602010504
节能仪器仪表,,7,93,0.875685561,36,节能实验分析仪器,3602010504
建筑节能仪器,,2,93,0.874165288,36,节能实验分析仪器,3602010504
实验室能耗监测与节能管理,,1,93,0.873546522,36,节能实验分析仪器,3602010504
节能检测及计量仪器销售,,2,93,0.871732618,36,节能实验分析仪器,3602010504
节能设备仪器仪表,,2,93,0.871485718,36,节能实验分析仪器,3602010504
节能设备质量检测,,2,93,0.871086945,36,节能实验分析仪器,3602010504
节能仪器研发,,2,93,0.87049347,36,节能实验分析仪器,3602010504
节能产品仪器及零配件的生产,,1,93,0.869213264,36,节能实验分析仪器,3602010504
节煤设备,,5,93,0.868791293,36,节能实验分析仪器,3602010504
整厂节能设备,,1,93,0.868726155,36,节能实验分析仪器,3602010504
节能测试,,19,93,0.86727577,36,节能实验分析仪器,3602010504
整厂系统节能设备,,1,93,0.867251857,36,节能实验分析仪器,3602010504
用能设备节能检测,,1,93,0.866502287,36,节能实验分析仪器,3602010504
节能设备检测,,42,93,0.866069849,36,节能实验分析仪器,3602010504
节能仪表,,3,93,0.865995614,36,节能实验分析仪器,3602010504
节能器设备,,2,93,0.86568527,36,节能实验分析仪器,3602010504
节流装置设备,,2,93,0.865684023,36,节能实验分析仪器,3602010504
能源节能检测设备,,1,93,0.865407888,36,节能实验分析仪器,3602010504
节能设备,,33594,93,0.865343046,36,节能实验分析仪器,3602010504
节能装置设备,,2,93,0.864637863,36,节能实验分析仪器,3602010504
建筑节能试验仪器,,3,93,0.864596285,36,节能实验分析仪器,3602010504
节流装置,,95,93,0.864266627,36,节能实验分析仪器,3602010504
节水仪器开发,,1,93,0.864238684,36,节能实验分析仪器,3602010504
各类节能装置性能检测,,1,93,0.864201765,36,节能实验分析仪器,3602010504
节能节水器械,,1,93,0.863724994,36,节能实验分析仪器,3602010504
节能检测仪器的销售,,1,93,0.863661241,36,节能实验分析仪器,3602010504
余热锅炉,,51,94,1,36,余热锅炉,3602020101
热管式余热锅炉,,1,94,0.974107836,36,余热锅炉,3602020101
余热锅炉销售,,1,94,0.958642288,36,余热锅炉,3602020101
烟道式余热锅炉,,3,94,0.955848187,36,余热锅炉,3602020101
余热炉,,2,94,0.924902027,36,余热锅炉,3602020101
余热锅炉配件,,9,94,0.919820692,36,余热锅炉,3602020101
余废热锅炉,,2,94,0.907665463,36,余热锅炉,3602020101
余热锅炉的开发,,1,94,0.906444421,36,余热锅炉,3602020101
余热锅炉及备品配件,,1,94,0.897905088,36,余热锅炉,3602020101
余热锅炉设备设计,,1,94,0.896426657,36,余热锅炉,3602020101
电炉余热,,1,94,0.891782493,36,余热锅炉,3602020101
锅炉余热蒸汽的销售,,1,94,0.889468058,36,余热锅炉,3602020101
锅炉余热余压回收利用,,1,94,0.886074975,36,余热锅炉,3602020101
余废热锅炉设计,,1,94,0.884808471,36,余热锅炉,3602020101
各式矿热炉余热锅炉,,2,94,0.884290449,36,余热锅炉,3602020101
锅炉余热利用,,1,94,0.88140958,36,余热锅炉,3602020101
余热锅炉及辅机,,2,94,0.881098983,36,余热锅炉,3602020101
余热锅炉及成套辅机,,1,94,0.879643833,36,余热锅炉,3602020101
A级余热锅炉,,3,94,0.877840508,36,余热锅炉,3602020101
锅炉边角余料加工,,1,94,0.877219394,36,余热锅炉,3602020101
锅炉余热利用技术,,1,94,0.877207163,36,余热锅炉,3602020101
锅炉余热热水销售,,1,94,0.875553168,36,余热锅炉,3602020101
蒸汽余压余热机电成套设备设计,,1,94,0.871403301,36,余热锅炉,3602020101
余热蒸汽生产及销售,,1,94,0.870247674,36,余热锅炉,3602020101
锅炉余热的利用,,1,94,0.870150841,36,余热锅炉,3602020101
余热设备,,8,94,0.869178971,36,余热锅炉,3602020101
余热余汽发电,,1,94,0.869012035,36,余热锅炉,3602020101
电站锅炉余热利用,,1,94,0.868986594,36,余热锅炉,3602020101
余热余压发电,,23,94,0.868889869,36,余热锅炉,3602020101
锅炉及余热交换器,,1,94,0.866925924,36,余热锅炉,3602020101
余热设备制造,,1,94,0.865662882,36,余热锅炉,3602020101
余废热发电销售,,2,94,0.864356647,36,余热锅炉,3602020101
火力及余热发电,,1,94,0.864209862,36,余热锅炉,3602020101
燃气锅炉余热回收机组,,4,94,0.862962766,36,余热锅炉,3602020101
锅炉余热回收技术服务,,1,94,0.860875032,36,余热锅炉,3602020101
废气余热余压利用,,1,94,0.859457624,36,余热锅炉,3602020101
A级余热锅炉制造,,1,94,0.859194117,36,余热锅炉,3602020101
锅炉余热利用设备,,1,94,0.859118403,36,余热锅炉,3602020101
余热蒸汽销售,,1,94,0.85910118,36,余热锅炉,3602020101
膜式壁余热锅炉,,1,94,0.85826179,36,余热锅炉,3602020101
锅炉余热回收系统设计,,2,94,0.857114695,36,余热锅炉,3602020101
A级余热锅炉部件制造,,1,94,0.85686207,36,余热锅炉,3602020101
余热及余压系统,,2,94,0.856099868,36,余热锅炉,3602020101
余热发电设备制造,,1,94,0.855573309,36,余热锅炉,3602020101
余热发电生产与销售,,1,94,0.854849066,36,余热锅炉,3602020101
余热发电生产及销售,,1,94,0.854466367,36,余热锅炉,3602020101
锅炉余热回收,,9,94,0.854418071,36,余热锅炉,3602020101
余热发电设备,,45,94,0.854368385,36,余热锅炉,3602020101
余热发电,,314,94,0.854036745,36,余热锅炉,3602020101
在余热,,1,94,0.852396763,36,余热锅炉,3602020101
余热发电机械,,1,95,0.975656608,36,余热发电机,3602020102
余热发电机组,,1,95,0.969349706,36,余热发电机,3602020102
发电机余热,,1,95,0.955274111,36,余热发电机,3602020102
发电机组余热利用,,1,95,0.947053184,36,余热发电机,3602020102
余热发电利用,,1,95,0.939402314,36,余热发电机,3602020102
余热发电设备,,45,95,0.934505839,36,余热发电机,3602020102
余热发电机组的研发,,1,95,0.934088136,36,余热发电机,3602020102
余热发电系统,,4,95,0.932838704,36,余热发电机,3602020102
余热发电生产,,3,95,0.931932805,36,余热发电机,3602020102
余热发热,,1,95,0.931282614,36,余热发电机,3602020102
余热发电项目,,4,95,0.928080104,36,余热发电机,3602020102
余热发电装置,,3,95,0.927841785,36,余热发电机,3602020102
余热发电业务,,3,95,0.927681521,36,余热发电机,3602020102
余热发电产品,,1,95,0.925744013,36,余热发电机,3602020102
余热机组,,2,95,0.92366109,36,余热发电机,3602020102
余热发电工程,,10,95,0.923313132,36,余热发电机,3602020102
余热发电系统设备,,1,95,0.922763422,36,余热发电机,3602020102
余热等发电机组的销售,,1,95,0.921256591,36,余热发电机,3602020102
余热发电技术,,10,95,0.921230325,36,余热发电机,3602020102
余热发电服务,,2,95,0.920180083,36,余热发电机,3602020102
余热发电生产及销售,,1,95,0.919455955,36,余热发电机,3602020102
发电机组余热供应,,4,95,0.918404485,36,余热发电机,3602020102
余热发电项目开发,,2,95,0.91836437,36,余热发电机,3602020102
余热发电经营,,1,95,0.917131677,36,余热发电机,3602020102
余热发电设备制造,,1,95,0.915783929,36,余热发电机,3602020102
余热发电成套设备,,1,95,0.915356254,36,余热发电机,3602020102
余热发电销售,,7,95,0.91372526,36,余热发电机,3602020102
余热,,173,95,0.911774595,36,余热发电机,3602020102
余热发电设备及配件,,3,95,0.911323697,36,余热发电机,3602020102
余热余汽发电,,1,95,0.911093711,36,余热发电机,3602020102
余热发电技术产品,,1,95,0.910330543,36,余热发电机,3602020102
余热发电生产与销售,,1,95,0.909088409,36,余热发电机,3602020102
余热发电,,314,95,0.907244877,36,余热发电机,3602020102
承揽余热余压发电项目,,1,95,0.906379993,36,余热发电机,3602020102
发电机组余热科技领域内的技术开发,,1,95,0.9059388,36,余热发电机,3602020102
余热余压发电工程承包,,1,95,0.905611591,36,余热发电机,3602020102
余热发电技术及产品,,1,95,0.905302543,36,余热发电机,3602020102
批发余热发电设备,,1,95,0.90521344,36,余热发电机,3602020102
余热发电系统设计,,1,95,0.905144447,36,余热发电机,3602020102
发电机组余热开发利用,,17,95,0.904229703,36,余热发电机,3602020102
余热发电设备的加工,,1,95,0.903898254,36,余热发电机,3602020102
余热设备,,8,95,0.903850073,36,余热发电机,3602020102
千瓦的余热发电机组,,2,95,0.903794799,36,余热发电机,3602020102
余热发电设备生产,,1,95,0.903451384,36,余热发电机,3602020102
余热发电机和配件的销售,,1,95,0.902954958,36,余热发电机,3602020102
余热发电设备的设计,,1,95,0.902567927,36,余热发电机,3602020102
余热发电设备生产制造,,1,95,0.902313442,36,余热发电机,3602020102
余热发电项目的开发,,3,95,0.901960443,36,余热发电机,3602020102
余热发电设备配件,,1,95,0.901507535,36,余热发电机,3602020102
在余热,,1,95,0.90080081,36,余热发电机,3602020102
余热回收换热设备,,1,96,0.963514195,36,余热回收换热器,3602020103
余热回收器,,17,96,0.933270503,36,余热回收换热器,3602020103
热回收换热器,,1,96,0.918132825,36,余热回收换热器,3602020103
余热换热器,,2,96,0.910861866,36,余热回收换热器,3602020103
能量回收换热器,,1,96,0.909750478,36,余热回收换热器,3602020103
余热换热器设备,,1,96,0.909405525,36,余热回收换热器,3602020103
余热回收装置,,32,96,0.906917773,36,余热回收换热器,3602020103
余热回收发电设备,,3,96,0.904400541,36,余热回收换热器,3602020103
余热回收工程,,24,96,0.903148092,36,余热回收换热器,3602020103
余热回收发电装置,,2,96,0.90271982,36,余热回收换热器,3602020103
余热回收利用,,34,96,0.901437529,36,余热回收换热器,3602020103
节能余热回收器,,3,96,0.900052355,36,余热回收换热器,3602020103
余热回收发电,,2,96,0.898779252,36,余热回收换热器,3602020103
热管余热回收装置,,1,96,0.89831241,36,余热回收换热器,3602020103
余热回收系统设备,,3,96,0.897348431,36,余热回收换热器,3602020103
余热换热设备,,1,96,0.89676361,36,余热回收换热器,3602020103
余热回收产品,,2,96,0.896534449,36,余热回收换热器,3602020103
热管余热回收器,,2,96,0.896510031,36,余热回收换热器,3602020103
余热交换装置,,1,96,0.896399123,36,余热回收换热器,3602020103
余热回收系统,,29,96,0.89617173,36,余热回收换热器,3602020103
余热回收器及其他热交换设备及系统,,1,96,0.896167864,36,余热回收换热器,3602020103
余热回收技术,,8,96,0.895888361,36,余热回收换热器,3602020103
余热回收装置的设计,,1,96,0.89584865,36,余热回收换热器,3602020103
余热回收系统工程,,4,96,0.895769016,36,余热回收换热器,3602020103
余热回收技术改造,,1,96,0.895446598,36,余热回收换热器,3602020103
余热回收设备,,311,96,0.895000742,36,余热回收换热器,3602020103
余热回收加热设备,,8,96,0.89475872,36,余热回收换热器,3602020103
余热回收设备装置,,1,96,0.894397315,36,余热回收换热器,3602020103
余热回收利用系统,,2,96,0.894276797,36,余热回收换热器,3602020103
余热回收及利用,,4,96,0.89398603,36,余热回收换热器,3602020103
余热回收供热,,1,96,0.893477273,36,余热回收换热器,3602020103
余热交换器,,5,96,0.893184795,36,余热回收换热器,3602020103
余热回收利用技术,,12,96,0.892967198,36,余热回收换热器,3602020103
余热回收利用技术应用,,4,96,0.892499179,36,余热回收换热器,3602020103
余热回收应用技术,,6,96,0.891719841,36,余热回收换热器,3602020103
余热回收再利用,,2,96,0.891652765,36,余热回收换热器,3602020103
废气余热回收器,,1,96,0.891504421,36,余热回收换热器,3602020103
余热回收工程改造,,1,96,0.890870464,36,余热回收换热器,3602020103
余热回收热水机,,1,96,0.890757615,36,余热回收换热器,3602020103
余热回用工程,,3,96,0.89066722,36,余热回收换热器,3602020103
热管余热回收设备,,2,96,0.890273798,36,余热回收换热器,3602020103
余热交换器生产,,1,96,0.889944497,36,余热回收换热器,3602020103
余热回收工程总承包,,2,96,0.889034602,36,余热回收换热器,3602020103
余热回收利用工程,,11,96,0.888972533,36,余热回收换热器,3602020103
余热回收热泵,,1,96,0.888586135,36,余热回收换热器,3602020103
余热回收系统改造工程,,1,96,0.888451518,36,余热回收换热器,3602020103
余热回收工程技术,,1,96,0.888061344,36,余热回收换热器,3602020103
提供余热回收系统,,1,96,0.888035636,36,余热回收换热器,3602020103
余热回收工程设计,,4,96,0.887920697,36,余热回收换热器,3602020103
从事余热回收利用技术,,1,96,0.88750156,36,余热回收换热器,3602020103
吸收式热泵,,19,97,1,36,吸收式热泵,3602020104
吸入式热泵,,1,97,0.975087529,36,吸收式热泵,3602020104
吸收式热泵设备,,1,97,0.973945031,36,吸收式热泵,3602020104
吸收式热泵研发,,1,97,0.961633884,36,吸收式热泵,3602020104
吸收式热泵项目的建设,,1,97,0.943948268,36,吸收式热泵,3602020104
吸收式热泵的销售,,1,97,0.942882541,36,吸收式热泵,3602020104
吸收式空气源热泵机组的生产,,1,97,0.912243323,36,吸收式热泵,3602020104
吸收式空气源热泵机组,,1,97,0.902672677,36,吸收式热泵,3602020104
热泵装置,,1,97,0.900176045,36,吸收式热泵,3602020104
热泵技术,,97,97,0.896863702,36,吸收式热泵,3602020104
新型热泵,,2,97,0.89586446,36,吸收式热泵,3602020104
热泵设计,,13,97,0.89562315,36,吸收式热泵,3602020104
热泵式新能源系统,,1,97,0.893931461,36,吸收式热泵,3602020104
热泵热源系统,,1,97,0.893621874,36,吸收式热泵,3602020104
热泵系统,,132,97,0.892550054,36,吸收式热泵,3602020104
热泵设,,1,97,0.890842759,36,吸收式热泵,3602020104
新能源热泵,,8,97,0.889760091,36,吸收式热泵,3602020104
新风热泵系统,,1,97,0.88842436,36,吸收式热泵,3602020104
热泵研制,,1,97,0.888334736,36,吸收式热泵,3602020104
新能源热泵机组,,1,97,0.888117082,36,吸收式热泵,3602020104
热泵式热水机组,,1,97,0.888061193,36,吸收式热泵,3602020104
第二类吸收式热泵,,2,97,0.886590772,36,吸收式热泵,3602020104
热泵设备,,1031,97,0.8865589,36,吸收式热泵,3602020104
热泵,,3280,97,0.886082903,36,吸收式热泵,3602020104
热泵设备系统,,3,97,0.885858935,36,吸收式热泵,3602020104
新风热泵,,1,97,0.885688023,36,吸收式热泵,3602020104
热泵发电,,4,97,0.884541215,36,吸收式热泵,3602020104
热泵机组及部件,,1,97,0.884349306,36,吸收式热泵,3602020104
新能源热泵设备,,1,97,0.884056223,36,吸收式热泵,3602020104
热泵科技,,4,97,0.884046658,36,吸收式热泵,3602020104
热泵热水机组技术,,1,97,0.883731403,36,吸收式热泵,3602020104
热泵热水泵组,,1,97,0.883075351,36,吸收式热泵,3602020104
热泵工程,,73,97,0.882601621,36,吸收式热泵,3602020104
热泵的设计,,21,97,0.881832674,36,吸收式热泵,3602020104
新能源及热泵系统,,3,97,0.881528801,36,吸收式热泵,3602020104
水热泵设备,,2,97,0.881220454,36,吸收式热泵,3602020104
热泵机组的设计,,1,97,0.881032826,36,吸收式热泵,3602020104
热泵机组等部件,,1,97,0.881023988,36,吸收式热泵,3602020104
热水热泵系统,,2,97,0.881011408,36,吸收式热泵,3602020104
热泵产品技术,,25,97,0.880784811,36,吸收式热泵,3602020104
热泵系统测试,,2,97,0.880494934,36,吸收式热泵,3602020104
热泵式热水器设备,,1,97,0.88027599,36,吸收式热泵,3602020104
热泵的研制,,1,97,0.879722702,36,吸收式热泵,3602020104
热泵热水系统,,40,97,0.879718355,36,吸收式热泵,3602020104
热泵系列,,4,97,0.879563282,36,吸收式热泵,3602020104
新型热泵的设计,,1,97,0.879459948,36,吸收式热泵,3602020104
热声热泵,,1,97,0.879097909,36,吸收式热泵,3602020104
热泵热器机组,,2,97,0.878972991,36,吸收式热泵,3602020104
热水泵系统,,4,97,0.878957637,36,吸收式热泵,3602020104
空气能热泵及热水机,,1,97,0.878276022,36,吸收式热泵,3602020104
热管换热器,,41,98,1,36,热管换热器,3602020105
热管及热换热器,,1,98,0.972293737,36,热管换热器,3602020105
热管换热器生产,,1,98,0.966449099,36,热管换热器,3602020105
换热管,,18,98,0.966260197,36,热管换热器,3602020105
热管式换热器,,3,98,0.962563104,36,热管换热器,3602020105
热管及热管换热器设计,,1,98,0.958840853,36,热管换热器,3602020105
热管及热管换热器,,2,98,0.954952657,36,热管换热器,3602020105
换热器,,5044,98,0.954391821,36,热管换热器,3602020105
热管换热设备,,2,98,0.952327754,36,热管换热器,3602020105
换热器及换热器管件制造,,1,98,0.947996037,36,热管换热器,3602020105
热管换热器的销售,,1,98,0.947238184,36,热管换热器,3602020105
热管及列管换热器,,1,98,0.946936035,36,热管换热器,3602020105
换热管道,,1,98,0.946280721,36,热管换热器,3602020105
换热器制造,,151,98,0.94608466,36,热管换热器,3602020105
换热器件,,1,98,0.944337181,36,热管换热器,3602020105
换热器制作,,5,98,0.944286134,36,热管换热器,3602020105
换热器的制作,,1,98,0.94411126,36,热管换热器,3602020105
换热管制造,,1,98,0.942733604,36,热管换热器,3602020105
热能换热器,,1,98,0.94175251,36,热管换热器,3602020105
换热器具制造,,1,98,0.941585914,36,热管换热器,3602020105
热管换热器研究,,1,98,0.940052739,36,热管换热器,3602020105
热管换热器加工,,1,98,0.938910831,36,热管换热器,3602020105
从事换热器,,6,98,0.938852884,36,热管换热器,3602020105
换热器产品,,10,98,0.938756974,36,热管换热器,3602020105
换热器的制造,,44,98,0.938747726,36,热管换热器,3602020105
换热器部件,,1,98,0.936985555,36,热管换热器,3602020105
换热器配件,,43,98,0.936568029,36,热管换热器,3602020105
热管换热器的研发,,1,98,0.936271333,36,热管换热器,3602020105
热管换热配件,,1,98,0.93607425,36,热管换热器,3602020105
换热器组装,,4,98,0.935142531,36,热管换热器,3602020105
换热管的制作,,1,98,0.933762539,36,热管换热器,3602020105
换热元器件,,1,98,0.932544769,36,热管换热器,3602020105
换热管生产,,1,98,0.932256555,36,热管换热器,3602020105
换热器设计制造,,1,98,0.931331432,36,热管换热器,3602020105
制造热管换热器,,1,98,0.931322922,36,热管换热器,3602020105
换热管件,,1,98,0.930473363,36,热管换热器,3602020105
换热器系统,,1,98,0.929943227,36,热管换热器,3602020105
制造换热器,,8,98,0.928632019,36,热管换热器,3602020105
换热器件配件,,1,98,0.927434269,36,热管换热器,3602020105
换热器的组装,,1,98,0.927420708,36,热管换热器,3602020105
换热器设计,,25,98,0.927185094,36,热管换热器,3602020105
换热器系列产品,,5,98,0.927170435,36,热管换热器,3602020105
换热设备的换管,,2,98,0.926643487,36,热管换热器,3602020105
换热器换热器机组等供热设备,,1,98,0.925765688,36,热管换热器,3602020105
换热器经销,,1,98,0.925514404,36,热管换热器,3602020105
换热器生产,,41,98,0.924351553,36,热管换热器,3602020105
热管换热器及其零部件的销售,,1,98,0.924327701,36,热管换热器,3602020105
